ci95_high,ci95_low,mean,method,method_family,metric,n,ppl_model_family,prompt_sentiment_class,std
0.725,0.6516666666666666,0.6883333333333334,taro,v2_autoregressive_sentiment_guide,alignment_success,600,v2_gpt2_medium_conditional,all,0.4631744331842546
0.7219793475714201,0.6489917582326841,0.6854670262875152,taro,v2_autoregressive_sentiment_guide,target_probability,600,v2_gpt2_medium_conditional,all,0.45449469124880837
4.644006000689038,4.3977964298151395,4.525358332005609,taro,v2_autoregressive_sentiment_guide,perplexity,600,v2_gpt2_medium_conditional,all,1.5174005243125148
0.3035577067278915,0.2185904349566533,0.2617373390206547,taro,v2_autoregressive_sentiment_guide,ppl_degradation,600,v2_gpt2_medium_conditional,all,0.5322042904987084
0.5639601628749065,0.5514619238483637,0.5576590633425201,taro,v2_autoregressive_sentiment_guide,coherence,600,v2_gpt2_medium_conditional,all,0.08049403447894346
0.34876315599682217,0.322300297477333,0.33582946132608077,taro,v2_autoregressive_sentiment_guide,repeated_unigram_rate,600,v2_gpt2_medium_conditional,all,0.16721502621050074
0.19360517388314824,0.16341878358655804,0.17875999649597518,taro,v2_autoregressive_sentiment_guide,repeated_bigram_rate,600,v2_gpt2_medium_conditional,all,0.19395918864597483
0.14684425883770713,0.11809609554057367,0.13265305043743647,taro,v2_autoregressive_sentiment_guide,repeated_trigram_rate,600,v2_gpt2_medium_conditional,all,0.18545480587918842
0.6741203577650745,0.6472919772365524,0.6608372053405864,taro,v2_autoregressive_sentiment_guide,distinct_1,600,v2_gpt2_medium_conditional,all,0.17042366073199305
0.8335838509694151,0.8029836574678391,0.8179066701706919,taro,v2_autoregressive_sentiment_guide,distinct_2,600,v2_gpt2_medium_conditional,all,0.19937566494548403
0.8787944606961337,0.8494160940990273,0.864013616229231,taro,v2_autoregressive_sentiment_guide,distinct_3,600,v2_gpt2_medium_conditional,all,0.1919149644408345
32.0,32.0,32.0,taro,v2_autoregressive_sentiment_guide,generation_length,600,v2_gpt2_medium_conditional,all,0.0
0.04572112089516547,0.04568955525979012,0.04570519614235915,taro,v2_autoregressive_sentiment_guide,latency_per_token,600,v2_gpt2_medium_conditional,all,0.0002007684945621312
1.463075868645295,1.4620657683132838,1.4625662765554928,taro,v2_autoregressive_sentiment_guide,total_latency,600,v2_gpt2_medium_conditional,all,0.006424591825988198
0.725,0.65,0.6883333333333334,taro_same_average,v2_autoregressive_sentiment_guide,alignment_success,600,v2_gpt2_medium_conditional,all,0.4631744331842546
0.7215090183616849,0.6485809777426766,0.6857285285848775,taro_same_average,v2_autoregressive_sentiment_guide,target_probability,600,v2_gpt2_medium_conditional,all,0.4551572270663865
4.797132434676756,4.536744256518599,4.671757209270725,taro_same_average,v2_autoregressive_sentiment_guide,perplexity,600,v2_gpt2_medium_conditional,all,1.5709001622736807
0.3630397485407999,0.2627177758507802,0.3139012212395038,taro_same_average,v2_autoregressive_sentiment_guide,ppl_degradation,600,v2_gpt2_medium_conditional,all,0.6158714315364185
0.5615159784421541,0.5498264553150731,0.5557639219111549,taro_same_average,v2_autoregressive_sentiment_guide,coherence,600,v2_gpt2_medium_conditional,all,0.0772165529704432
0.34322090866234634,0.3171108603554874,0.3306952004270457,taro_same_average,v2_autoregressive_sentiment_guide,repeated_unigram_rate,600,v2_gpt2_medium_conditional,all,0.16370329673970438
0.18492225065890375,0.15423736144509712,0.17075576255772482,taro_same_average,v2_autoregressive_sentiment_guide,repeated_bigram_rate,600,v2_gpt2_medium_conditional,all,0.18968377005068376
0.13990904367658652,0.11156680978534576,0.1262977517894466,taro_same_average,v2_autoregressive_sentiment_guide,repeated_trigram_rate,600,v2_gpt2_medium_conditional,all,0.1790273722044436
0.6797420355376371,0.6529825370325485,0.6659714662396216,taro_same_average,v2_autoregressive_sentiment_guide,distinct_1,600,v2_gpt2_medium_conditional,all,0.1670818868583794
0.8421506071678131,0.8111747381973106,0.8259109041089419,taro_same_average,v2_autoregressive_sentiment_guide,distinct_2,600,v2_gpt2_medium_conditional,all,0.19535552997670189
0.8859822063070779,0.8562698404086747,0.8703689148772211,taro_same_average,v2_autoregressive_sentiment_guide,distinct_3,600,v2_gpt2_medium_conditional,all,0.18582528678498242
32.0,32.0,32.0,taro_same_average,v2_autoregressive_sentiment_guide,generation_length,600,v2_gpt2_medium_conditional,all,0.0
0.04541131625639536,0.045380303127009636,0.045396316078282935,taro_same_average,v2_autoregressive_sentiment_guide,latency_per_token,600,v2_gpt2_medium_conditional,all,0.00018430078643624168
1.4531621202046516,1.4521697000643083,1.452682114505054,taro_same_average,v2_autoregressive_sentiment_guide,total_latency,600,v2_gpt2_medium_conditional,all,0.005897625165959734
